,Country Name,Country Code,Year,PIB_(1000_US$)
5958,Maldives,MDV,1982,47935.8437935844
5959,Middle East & North Africa,MEA,1982,415524888.66883296
5960,Mexico,MEX,1982,184609157.801418
5961,Marshall Islands,MHL,1982,34918.0
5962,Middle income,MIC,1982,2592936714.58309
5964,Mali,MLI,1982,1333754.03423489
5965,Malta,MLT,1982,1234518.125
5969,Mongolia,MNG,1982,2552401.9333333303
5972,Mauritania,MRT,1982,750214.401613315
5973,Mauritius,MUS,1982,1078408.8296160002
5974,Malawi,MWI,1982,1180104.2160113698
5975,Malaysia,MYS,1982,26804401.8155348
5976,North America,NAC,1982,3658081025.11914
5977,Namibia,NAM,1982,2116069.3737687897
5978,New Caledonia,NCL,1982,904619.629797268
5979,Niger,NER,1982,2017611.9274037
5980,Nigeria,NGA,1982,142769363.313375
5981,Nicaragua,NIC,1982,2465165.17969565
5982,Netherlands,NLD,1982,158479528.266072
5983,Norway,NOR,1982,62647195.5376511
5984,Nepal,NPL,1982,2395429.8524307604
5986,New Zealand,NZL,1982,24164603.0589949
5987,OECD members,OED,1982,8831946869.60183
5988,Oman,OMN,1982,7554719.4557035295
5989,Other small states,OSS,1982,35614434.2099801
5990,Pakistan,PAK,1982,30725972.786729902
5991,Panama,PAN,1982,5769767.9
5992,Peru,PER,1982,21793496.819337897
5993,Philippines,PHL,1982,37140163.9344262
5995,Papua New Guinea,PNG,1982,2368584.96953284
5997,Pre-demographic dividend,PRE,1982,154674344.06975198
5998,Puerto Rico,PRI,1982,16764200.0
6000,Portugal,PRT,1982,30527754.5408678
6001,Paraguay,PRY,1982,5419411.76470588
6003,Pacific island small states,PSS,1982,1939058.6844036102
6004,Post-demographic dividend,PST,1982,8595854267.74479
6005,French Polynesia,PYF,1982,1286462.64263697
6006,Qatar,QAT,1982,7596703.214285709
6009,Rwanda,RWA,1982,1407242.64023211
6010,South Asia,SAS,1982,258894473.374607
6011,Saudi Arabia,SAU,1982,153239017.560236
6012,Sudan,SDN,1982,9240000.0
6013,Senegal,SEN,1982,3936758.6815834297
6014,Singapore,SGP,1982,16084252.378472999
6015,Solomon Islands,SLB,1982,188446.09206055
6016,Sierra Leone,SLE,1982,1295361.88592419
6017,El Salvador,SLV,1982,3399189.1
6019,Somalia,SOM,1982,774419.569699066
6021,Sub-Saharan Africa (excluding high income),SSA,1982,348849902.437948
6023,Sub-Saharan Africa,SSF,1982,348988399.10160804
6024,Small states,SST,1982,54278212.8225628
6026,Suriname,SUR,1982,915000.0
6029,Sweden,SWE,1982,113444052.350938
6030,Eswatini,SWZ,1982,537575.9808436179
6032,Seychelles,SYC,1982,147912.06976575
6033,Syrian Arab Republic,SYR,1982,16298905.3970701
6035,Chad,TCD,1982,834369.860427292
6036,East Asia & Pacific (IDA & IBRD countries),TEA,1982,418870786.488887
6038,Togo,TGO,1982,821651.918724626
6039,Thailand,THA,1982,36589797.857400596
6042,Latin America & the Caribbean (IDA & IBRD countries),TLA,1982,795289945.612643
6045,Tonga,TON,1982,62068.1610711025
6046,South Asia (IDA & IBRD),TSA,1982,258894473.374607
6047,Sub-Saharan Africa (IDA & IBRD countries),TSS,1982,348988399.10160804
6048,Trinidad and Tobago,TTO,1982,8140416.66666667
6049,Tunisia,TUN,1982,8133401.04960217
6050,Turkey,TUR,1982,64546332.5807583
6053,Uganda,UGA,1982,2177500.0
6055,Upper middle income,UMC,1982,1832696573.8423898
6056,Uruguay,URY,1982,9178802.1626616
6057,United States,USA,1982,3343789000.0
6059,St. Vincent and the Grenadines,VCT,1982,113759.203333333
6060,"Venezuela, RB",VEN,1982,67736744.1860465
6064,Vanuatu,VUT,1982,98144.64389655749
6065,World,WLD,1982,11530402247.3484
6066,Samoa,WSM,1982,121221.65161931599
6069,South Africa,ZAF,1982,78423059.7910843
6070,Zambia,ZMB,1982,3994777.7777777794
6071,Zimbabwe,ZWE,1982,8539700.7
6074,Angola,AGO,1983,5784341.59636339
6076,Andorra,AND,1983,327861.83294663596
6077,Arab World,ARB,1983,306140805.808354
6078,United Arab Emirates,ARE,1983,42803323.3451376
6079,Argentina,ARG,1983,103979106.77791099
6082,Antigua and Barbuda,ATG,1983,182144.09296296298
6083,Australia,AUS,1983,177030416.471689
6084,Austria,AUT,1983,72121016.6232572
6086,Burundi,BDI,1983,1082926.3044647698
6087,Belgium,BEL,1983,87184238.6587771
6088,Benin,BEN,1983,1095348.30291865
6089,Burkina Faso,BFA,1983,1600278.75643589
6090,Bangladesh,BGD,1983,17609048.8215488
6091,Bulgaria,BGR,1983,16563666.6666667
6092,Bahrain,BHR,1983,3735106.38297872
6093,"Bahamas, The",BHS,1983,1732800.0
6096,Belize,BLZ,1983,192103.18595532098
6097,Bermuda,BMU,1983,889400.0
6098,Bolivia,BOL,1983,5422440.96187886
6099,Brazil,BRA,1983,203304515.49079502
6100,Barbados,BRB,1983,1050514.59255208
6101,Brunei Darussalam,BRN,1983,3844723.14245149
6102,Bhutan,BTN,1983,165585.940594059
6103,Botswana,BWA,1983,1172258.18214969
6104,Central African Republic,CAF,1983,658679.394907969
6105,Canada,CAN,1983,340547711.78188896
6107,Switzerland,CHE,1983,111314328.474108
6109,Chile,CHL,1983,20355959.2372128
6110,China,CHN,1983,230686747.15325698
6111,Cote d'Ivoire,CIV,1983,6838185.41853642
6112,Cameroon,CMR,1983,7381854.74691629
6113,"Congo, Dem. Rep.",COD,1983,11006712.650448099
6114,"Congo, Rep.",COG,1983,2097274.2896152698
6115,Colombia,COL,1983,38729822.7815997
6116,Comoros,COM,1983,191621.95837536498
6117,Cabo Verde,CPV,1983,138476.239366792
6118,Costa Rica,CRI,1983,3146770.10381027
6119,Caribbean small states,CSS,1983,16561217.539198799
6120,Cuba,CUB,1983,22204940.5122235
6123,Cyprus,CYP,1983,2160364.0711902105
6125,Germany,DEU,1983,770684323.247798
6127,Dominica,DMA,1983,98665.19148148141
6128,Denmark,DNK,1983,60644782.176052496
6129,Dominican Republic,DOM,1983,9220600.0
6130,Algeria,DZA,1983,48801369.8003675
6131,East Asia & Pacific (excluding high income),EAP,1983,440441082.43014
6132,Early-demographic dividend,EAR,1983,1391099773.8863301
6133,East Asia & Pacific,EAS,1983,2084035549.9023502
6135,Europe & Central Asia,ECS,1983,3845508959.105
6136,Ecuador,ECU,1983,17152483.2143536
6137,"Egypt, Arab Rep.",EGY,1983,30966239.8137369
6138,Euro area,EMU,1983,2432530981.60451
6140,Spain,ESP,1983,170951185.730858
6142,Ethiopia,ETH,1983,8567890.82125604
6143,European Union,EUU,1983,3212766141.50668
6145,Finland,FIN,1983,50973526.900085405
6146,Fiji,FJI,1983,1123107.27630285
6147,France,FRA,1983,559869179.7917199
6149,"Micronesia, Fed. Sts.",FSM,1983,106500.0
6150,Gabon,GAB,1983,3391275.7313185898
6151,United Kingdom,GBR,1983,489618008.185539
6153,Ghana,GHA,1983,4057275.0428290297
6156,"Gambia, The",GMB,1983,213446.56257106
6157,Guinea-Bissau,GNB,1983,163577.538326314
6158,Equatorial Guinea,GNQ,1983,44442.45694764
6159,Greece,GRC,1983,49428872.6780186
6160,Grenada,GRD,1983,131803.552222222
6161,Greenland,GRL,1983,416183.706943685
6162,Guatemala,GTM,1983,9050000.4
6164,Guyana,GUY,1983,489333.333333333
6165,High income,HIC,1983,9289744240.50649
6166,"Hong Kong SAR, China",HKG,1983,29907091.3395364
6167,Honduras,HND,1983,4476697.1848598095
6168,Heavily indebted poor countries (HIPC),HPC,1983,101405077.073108
6170,Haiti,HTI,1983,1623600.0
6172,IBRD only,IBD,1983,2364194157.58717
6173,IDA & IBRD total,IBT,1983,2690111224.08454
6174,IDA total,IDA,1983,327908450.34517103
6175,IDA blend,IDB,1983,173993281.61399403
6176,Indonesia,IDN,1983,81052283.40460789
6177,IDA only,IDX,1983,147971559.031155
6179,India,IND,1983,218262273.410099
6181,Ireland,IRL,1983,20790917.1968288
6182,"Iran, Islamic Rep.",IRN,1983,156365156.618806
6183,Iraq,IRQ,1983,40595046.6387906
6184,Iceland,ISL,1983,2770107.9226174196
6185,Israel,ISR,1983,31092231.6870582
6186,Italy,ITA,1983,443042373.91636896
6187,Jamaica,JAM,1983,3619294.1206914396
6188,Jordan,JOR,1983,4920407.60121179
6189,Japan,JPN,1983,1243323592.05883
6191,Kenya,KEN,1983,5979198.463830249
6194,Kiribati,KIR,1983,37837.837837837804
6195,St. Kitts and Nevis,KNA,1983,86875.57148148149
6196,"Korea, Rep.",KOR,1983,87024427.9729294
6197,Kuwait,KWT,1983,20869434.305317298
6198,Latin America & Caribbean (excluding high income),LAC,1983,677040151.06787
6203,St. Lucia,LCA,1983,208178.548888889
6204,Latin America & Caribbean,LCN,1983,739675614.9027429
6205,Least developed countries: UN classification,LDC,1983,108790053.711289
6207,Liechtenstein,LIE,1983,524034.109856605
6208,Sri Lanka,LKA,1983,5167913.30216745
6209,Lower middle income,LMC,1983,704898832.2781949
6210,Low & middle income,LMY,1983,2591838341.89679
6211,Lesotho,LSO,1983,386699.308859169
6212,Late-demographic dividend,LTE,1983,1314436970.53421
6214,Luxembourg,LUX,1983,4683697.83037475
6216,"Macao SAR, China",MAC,1983,1121486.56252512
6218,Morocco,MAR,1983,16251460.6893254
6219,Monaco,MCO,1983,1092551.78101486
6221,Madagascar,MDG,1983,3511573.99189742
6222,Maldives,MDV,1983,57829.7872340425
6223,Middle East & North Africa,MEA,1983,422647219.33077705
6224,Mexico,MEX,1983,156159198.584513
6225,Marshall Islands,MHL,1983,41749.0
6226,Middle income,MIC,1983,2508342915.05078
6228,Mali,MLI,1983,1297765.4485049802
6229,Malta,MLT,1983,1165771.3690062498
6233,Mongolia,MNG,1983,2725736.63333333
6236,Mauritania,MRT,1983,788371.840318764
6237,Mauritius,MUS,1983,1090276.94725872
6238,Malawi,MWI,1983,1223186.84031324
6239,Malaysia,MYS,1983,30346788.4375135
6240,North America,NAC,1983,3975475111.78189
6241,Namibia,NAM,1983,2293990.99647113
6242,New Caledonia,NCL,1983,823832.9404505109
6243,Niger,NER,1983,1803099.7315425698
6244,Nigeria,NGA,1983,97094911.79069479
6245,Nicaragua,NIC,1983,2743341.72408333
6246,Netherlands,NLD,1983,153445466.064397
6247,Norway,NOR,1983,61627240.8310948
6248,Nepal,NPL,1983,2447174.80337791
6250,New Zealand,NZL,1983,24309279.7055731
6251,OECD members,OED,1983,9124422172.31471
6252,Oman,OMN,1983,7932541.69079328
6253,Other small states,OSS,1983,33644394.9885231
6254,Pakistan,PAK,1983,28691890.4330709
6255,Panama,PAN,1983,5923755.9
6256,Peru,PER,1983,17345624.4536916
6257,Philippines,PHL,1983,33212180.658165902
6259,Papua New Guinea,PNG,1983,2562492.52481761
6261,Pre-demographic dividend,PRE,1983,122991836.694258
6262,Puerto Rico,PRI,1983,17276600.0
6264,Portugal,PRT,1983,27239650.7419472
6265,Paraguay,PRY,1983,5673248.72618009
6267,Pacific island small states,PSS,1983,1856985.27779849
6268,Post-demographic dividend,PST,1983,8920747061.87325
6269,French Polynesia,PYF,1983,1335895.2863918
6270,Qatar,QAT,1983,6467582.307692311
6273,Rwanda,RWA,1983,1479688.1258852
6274,South Asia,SAS,1983,274060395.245524
6275,Saudi Arabia,SAU,1983,129171635.31114301
6276,Sudan,SDN,1983,8230153.84615385
6277,Senegal,SEN,1983,3512053.23203566
6278,Singapore,SGP,1983,17784112.149532698
6279,Solomon Islands,SLB,1983,180219.397527425
6280,Sierra Leone,SLE,1983,995104.305347075
6281,El Salvador,SLV,1983,3506347.8
6283,Somalia,SOM,1983,733901.365935354
6285,Sub-Saharan Africa (excluding high income),SSA,1983,303624057.48607004
6287,Sub-Saharan Africa,SSF,1983,303763504.19055897
6288,Small states,SST,1983,52507848.422556505
6290,Suriname,SUR,1983,883500.0
6293,Sweden,SWE,1983,104154538.27392401
6294,Eswatini,SWZ,1983,555336.145767884
6296,Seychelles,SYC,1983,146712.85050924798
6297,Syrian Arab Republic,SYR,1983,17589184.5566946
6299,Chad,TCD,1983,832415.805956327
6300,East Asia & Pacific (IDA & IBRD countries),TEA,1983,439533084.79578
6302,Togo,TGO,1983,765746.590616849
6303,Thailand,THA,1983,40042826.244233705
6306,Latin America & the Caribbean (IDA & IBRD countries),TLA,1983,694249976.6133039
6309,Tonga,TON,1983,60863.963963964
6310,South Asia (IDA & IBRD),TSA,1983,274060395.245524
6311,Sub-Saharan Africa (IDA & IBRD countries),TSS,1983,303763504.19055897
6312,Trinidad and Tobago,TTO,1983,7763750.0
6313,Tunisia,TUN,1983,8350176.78255746
6314,Turkey,TUR,1983,61678280.11549871
6317,Uganda,UGA,1983,2240333.33333333
6319,Upper middle income,UMC,1983,1803562158.9612901
6320,Uruguay,URY,1983,5102281.255999859
6321,United States,USA,1983,3634038000.0
6323,St. Vincent and the Grenadines,VCT,1983,122255.34962963
6324,"Venezuela, RB",VEN,1983,67556279.0697675
6328,Vanuatu,VUT,1983,110123.779812821
6329,World,WLD,1983,11763329461.8804
6330,Samoa,WSM,1983,111862.823574979
6333,South Africa,ZAF,1983,87415851.3794578
6334,Zambia,ZMB,1983,3216307.6923076897
6335,Zimbabwe,ZWE,1983,7764067.0
6338,Angola,AGO,1984,6131475.06523832
6339,Albania,ALB,1984,1857338.01185488
6340,Andorra,AND,1984,330070.68929828197
6341,Arab World,ARB,1984,310544238.979355
6342,United Arab Emirates,ARE,1984,41807954.235903
6343,Argentina,ARG,1984,79092001.998032
6346,Antigua and Barbuda,ATG,1984,208372.846296296
6347,Australia,AUS,1984,193242166.274226
6348,Austria,AUT,1984,67985345.1619558
6350,Burundi,BDI,1984,987143.9311669869
6351,Belgium,BEL,1984,83349529.8799218
6352,Benin,BEN,1984,1051133.92700009
6353,Burkina Faso,BFA,1984,1459880.3526483
6354,Bangladesh,BGD,1984,18920840.0
6355,Bulgaria,BGR,1984,17594944.4444444
6356,Bahrain,BHR,1984,3905585.10638298
6357,"Bahamas, The",BHS,1984,2041100.0
6360,Belize,BLZ,1984,214381.94901938
6361,Bermuda,BMU,1984,985699.968
6362,Bolivia,BOL,1984,6169501.03797622
6363,Brazil,BRA,1984,209023912.69683897
6364,Barbados,BRB,1984,1144931.13906429
6365,Brunei Darussalam,BRN,1984,3782523.0884628003
6366,Bhutan,BTN,1984,169264.991197183
6367,Botswana,BWA,1984,1240796.36475662
6368,Central African Republic,CAF,1984,637820.620670195
6369,Canada,CAN,1984,355372558.103621
6371,Switzerland,CHE,1984,106285277.141763
6373,Chile,CHL,1984,19622527.4796913
6374,China,CHN,1984,259946510.957143
6375,Cote d'Ivoire,CIV,1984,6841638.7145454
6376,Cameroon,CMR,1984,7801858.825184159
6377,"Congo, Dem. Rep.",COD,1984,7857729.193203429
6378,"Congo, Rep.",COG,1984,2193581.36640726
6379,Colombia,COL,1984,38253120.7379671
6380,Comoros,COM,1984,184697.209997414
6381,Cabo Verde,CPV,1984,132019.065033419
6382,Costa Rica,CRI,1984,3660476.4588717897
6383,Caribbean small states,CSS,1984,15758758.858616699
6384,Cuba,CUB,1984,24039383.6084235
6387,Cyprus,CYP,1984,2278248.95314058
6389,Germany,DEU,1984,725111123.771562
6391,Dominica,DMA,1984,109157.070740741
6392,Denmark,DNK,1984,59105236.8537937
6393,Dominican Republic,DOM,1984,11594000.0
6394,Algeria,DZA,1984,53698278.905967794
6395,East Asia & Pacific (excluding high income),EAP,1984,478126156.906599
6396,Early-demographic dividend,EAR,1984,1379630860.56648
6397,East Asia & Pacific,EAS,1984,2232486449.4299703
6399,Europe & Central Asia,ECS,1984,3696010921.93615
6400,Ecuador,ECU,1984,16912515.1832783
6401,"Egypt, Arab Rep.",EGY,1984,33971188.9916147
6402,Euro area,EMU,1984,2333289327.0444903
6404,Spain,ESP,1984,172102910.888015
6406,Ethiopia,ETH,1984,8096302.367149759
6407,European Union,EUU,1984,3084700594.94857
6409,Finland,FIN,1984,52888800.9497428
6410,Fiji,FJI,1984,1177997.4136338402
6411,France,FRA,1984,530683779.929445
6414,Gabon,GAB,1984,3561451.56223576
6415,United Kingdom,GBR,1984,461487097.632349
6417,Ghana,GHA,1984,4412279.84344423
6420,"Gambia, The",GMB,1984,177338.80193075002
6421,Guinea-Bissau,GNB,1984,138478.900628609
6422,Equatorial Guinea,GNQ,1984,50320.914406568794
6423,Greece,GRC,1984,48020024.7883918
6424,Grenada,GRD,1984,145533.310740741
6425,Greenland,GRL,1984,379371.608442925
6426,Guatemala,GTM,1984,9470000.1
6428,Guyana,GUY,1984,437631.60526315804
6429,High income,HIC,1984,9687077828.51401
6430,"Hong Kong SAR, China",HKG,1984,33511383.985674098
6431,Honduras,HND,1984,4915311.846488271
6432,Heavily indebted poor countries (HIPC),HPC,1984,101511136.467175
6434,Haiti,HTI,1984,1816200.0
6436,IBRD only,IBD,1984,2418237351.11402
6437,IDA & IBRD total,IBT,1984,2715070755.32796
6438,IDA total,IDA,1984,301144983.646843
6439,IDA blend,IDB,1984,149068540.235268
6440,Indonesia,IDN,1984,84853699.9940508
6441,IDA only,IDX,1984,148357809.789518
6443,India,IND,1984,212158234.16406
6445,Ireland,IRL,1984,20130728.188492402
6446,"Iran, Islamic Rep.",IRN,1984,162276728.61874402
6447,Iraq,IRQ,1984,46802508.845287904
6448,Iceland,ISL,1984,2868747.03489968
6449,Israel,ISR,1984,29160460.747372
6450,Italy,ITA,1984,437887688.781133
6451,Jamaica,JAM,1984,2373566.9574921397
6452,Jordan,JOR,1984,4966710.0130039
6453,Japan,JPN,1984,1318381627.00376
6455,Kenya,KEN,1984,6191437.07044184
6458,Kiribati,KIR,1984,41246.160596753
6459,St. Kitts and Nevis,KNA,1984,98603.92481481479
6460,"Korea, Rep.",KOR,1984,96597434.1795082
6461,Kuwait,KWT,1984,21697297.8723404
6462,Latin America & Caribbean (excluding high income),LAC,1984,682596196.1783969
6463,Lao PDR,LAO,1984,1757142.8057142901
6467,St. Lucia,LCA,1984,229371.73407407402
6468,Latin America & Caribbean,LCN,1984,746856512.0512099
6469,Least developed countries: UN classification,LDC,1984,108227698.396304
6471,Liechtenstein,LIE,1984,502617.35540707305
6472,Sri Lanka,LKA,1984,6043474.84276729
6473,Lower middle income,LMC,1984,681164595.041284
6474,Low & middle income,LMY,1984,2619260694.18146
6475,Lesotho,LSO,1984,333158.47624212
6476,Late-demographic dividend,LTE,1984,1383905839.6777701
6478,Luxembourg,LUX,1984,4594891.58056409
6480,"Macao SAR, China",MAC,1984,1292281.65368246
6482,Morocco,MAR,1984,14824728.5284604
6483,Monaco,MCO,1984,1037314.9562508301
6485,Madagascar,MDG,1984,2939485.47150097
6486,Maldives,MDV,1984,109503.546099291
6487,Middle East & North Africa,MEA,1984,428643375.167464
6488,Mexico,MEX,1984,184261495.828367
6489,Marshall Islands,MHL,1984,45144.0
6490,Middle income,MIC,1984,2539533953.9485497
6492,Mali,MLI,1984,1232932.00813719
6493,Malta,MLT,1984,1101828.56876804
6497,Mongolia,MNG,1984,2098734.6
6500,Mauritania,MRT,1984,726937.3088852769
6501,Mauritius,MUS,1984,1040557.0893386401
6502,Malawi,MWI,1984,1208008.98542522
6503,Malaysia,MYS,1984,33943505.7176993
6504,North America,NAC,1984,4393971258.07162
6505,Namibia,NAM,1984,1947967.8864638899
6506,New Caledonia,NCL,1984,796018.9784713
6507,Niger,NER,1984,1461243.21242814
6508,Nigeria,NGA,1984,73484359.5210997
6509,Nicaragua,NIC,1984,3105517.09141379
6510,Netherlands,NLD,1984,143912664.07967
6511,Norway,NOR,1984,62057955.032775804
6512,Nepal,NPL,1984,2581207.38779709
6514,New Zealand,NZL,1984,21665975.3188842
6515,OECD members,OED,1984,9541171200.02997
6516,Oman,OMN,1984,8821366.531557621
6517,Other small states,OSS,1984,33887046.4920272
6518,Pakistan,PAK,1984,31151824.658652402
6519,Panama,PAN,1984,6183387.1
6520,Peru,PER,1984,17599660.054286
6521,Philippines,PHL,1984,31408492.876691002
6523,Papua New Guinea,PNG,1984,2552526.2630759003
6525,Pre-demographic dividend,PRE,1984,112251807.309354
6526,Puerto Rico,PRI,1984,19162600.0
6528,Portugal,PRT,1984,25217969.597370602
6529,Paraguay,PRY,1984,4502462.8070602
6531,Pacific island small states,PSS,1984,2035835.53536124
6532,Post-demographic dividend,PST,1984,9322870614.77829
6533,French Polynesia,PYF,1984,1378991.40337881
6534,Qatar,QAT,1984,6704395.82417583
6537,Rwanda,RWA,1984,1587412.95722263
6538,South Asia,SAS,1984,272785311.226008
6539,Saudi Arabia,SAU,1984,119624858.11577801
6540,Sudan,SDN,1984,9701357.142857142
6541,Senegal,SEN,1984,3425127.3733671303
6542,Singapore,SGP,1984,19749361.097965
6543,Solomon Islands,SLB,1984,252806.783386983
6544,Sierra Leone,SLE,1984,1087471.86198928
6545,El Salvador,SLV,1984,3661683.4
6547,Somalia,SOM,1984,788307.2134382349
6549,Sub-Saharan Africa (excluding high income),SSA,1984,265340642.34074104
6551,Sub-Saharan Africa,SSF,1984,265486798.856872
6552,Small states,SST,1984,52047107.9569336
6554,Suriname,SUR,1984,864000.0
6557,Sweden,SWE,1984,108307262.578882
6558,Eswatini,SWZ,1984,494475.69985765597
6560,Seychelles,SYC,1984,151313.241982492
6561,Syrian Arab Republic,SYR,1984,17503082.9822832
6563,Chad,TCD,1984,919103.7353229211
6564,East Asia & Pacific (IDA & IBRD countries),TEA,1984,477140469.066125
6566,Togo,TGO,1984,718148.9596108721
6567,Thailand,THA,1984,41797592.9634424
6570,Latin America & the Caribbean (IDA & IBRD countries),TLA,1984,697277028.696286
6573,Tonga,TON,1984,64248.354541465604
6574,South Asia (IDA & IBRD),TSA,1984,272785311.226008
6575,Sub-Saharan Africa (IDA & IBRD countries),TSS,1984,265486798.856872
6576,Trinidad and Tobago,TTO,1984,7757083.33333333
6577,Tunisia,TUN,1984,8254891.86405767
6578,Turkey,TUR,1984,59989909.457837895
6581,Uganda,UGA,1984,3615647.47705434
6583,Upper middle income,UMC,1984,1862469239.71371
6584,Uruguay,URY,1984,4850241.44217643
6585,United States,USA,1984,4037613000.0
6587,St. Vincent and the Grenadines,VCT,1984,135024.987777778
6588,"Venezuela, RB",VEN,1984,60010285.7142857
6592,Vanuatu,VUT,1984,135553.763982667
6593,World,WLD,1984,12196892591.8349
6594,Samoa,WSM,1984,109200.93432851801
6597,South Africa,ZAF,1984,77344092.9041052
6598,Zambia,ZMB,1984,2739444.44444445
6599,Zimbabwe,ZWE,1984,6352125.9
6602,Angola,AGO,1985,7553560.459104279
6603,Albania,ALB,1985,1897050.13342015
6604,Andorra,AND,1985,346737.964774951
6605,Arab World,ARB,1985,307396012.668241
6606,United Arab Emirates,ARE,1985,40603650.2315445
6607,Argentina,ARG,1985,88416668.9002596
6610,Antigua and Barbuda,ATG,1985,240923.924814815
6611,Australia,AUS,1985,180234716.57589898
6612,Austria,AUT,1985,69386774.4745943
6614,Burundi,BDI,1985,1149979.2857734698
6615,Belgium,BEL,1985,86268264.4880766
6616,Benin,BEN,1985,1045712.70302696
6617,Burkina Faso,BFA,1985,1552493.4139898901
6618,Bangladesh,BGD,1985,22278423.0769231
6619,Bulgaria,BGR,1985,17155421.052631598
6620,Bahrain,BHR,1985,3651861.70212766
6621,"Bahamas, The",BHS,1985,2320699.9
6624,Belize,BLZ,1985,212643.742664706
6625,Bermuda,BMU,1985,1039500.032
6626,Bolivia,BOL,1985,5377277.40671638
6627,Brazil,BRA,1985,222942790.43529898
6628,Barbados,BRB,1985,1198329.43867151
6629,Brunei Darussalam,BRN,1985,3523612.5630653207
6630,Bhutan,BTN,1985,172217.50202101897
6631,Botswana,BWA,1985,1114764.0071481098
6632,Central African Republic,CAF,1985,864849.7650596651
6633,Canada,CAN,1985,364756499.45075107
6635,Switzerland,CHE,1985,107766112.12404901
6637,Chile,CHL,1985,17702885.3935099
6638,China,CHN,1985,309488028.132653
6639,Cote d'Ivoire,CIV,1985,6977650.06933578
6640,Cameroon,CMR,1985,8148223.603583991
6641,"Congo, Dem. Rep.",COD,1985,7195042.6160071
6642,"Congo, Rep.",COG,1985,2160872.5414189
6643,Colombia,COL,1985,34894411.351983
6644,Comoros,COM,1985,196726.077061972
6645,Cabo Verde,CPV,1985,137728.155212661
6646,Costa Rica,CRI,1985,3919203.9603960398
6647,Caribbean small states,CSS,1985,15573557.3853049
6648,Cuba,CUB,1985,22920490.774102002
6651,Cyprus,CYP,1985,2430411.90019194
6653,Germany,DEU,1985,732534886.726016
6654,Djibouti,DJI,1985,340989.52796799503
6655,Dominica,DMA,1985,119491.93296296298
6656,Denmark,DNK,1985,62658568.287342906
6657,Dominican Republic,DOM,1985,5044592.94480499
6658,Algeria,DZA,1985,57937868.6701937
6659,East Asia & Pacific (excluding high income),EAP,1985,523980550.891894
6660,Early-demographic dividend,EAR,1985,1414666544.93209
6661,East Asia & Pacific,EAS,1985,2356128950.6447997
6663,Europe & Central Asia,ECS,1985,3824908455.51469
6664,Ecuador,ECU,1985,17149094.5899827
6665,"Egypt, Arab Rep.",EGY,1985,39053502.2510732
6666,Euro area,EMU,1985,2397096612.75744
6668,Spain,ESP,1985,180793464.18786702
6670,Ethiopia,ETH,1985,9480840.48309179
6671,European Union,EUU,1985,3187922649.27012
6673,Finland,FIN,1985,55875863.3921719
6674,Fiji,FJI,1985,1141210.12482663
6675,France,FRA,1985,553138414.367061
6678,Gabon,GAB,1985,3339914.75937275
6679,United Kingdom,GBR,1985,489285164.27104706
6681,Ghana,GHA,1985,4504342.149434711
6684,"Gambia, The",GMB,1985,225724.85169110697
6685,Guinea-Bissau,GNB,1985,143856.253127248
6686,Equatorial Guinea,GNQ,1985,62118.564849542505
6687,Greece,GRC,1985,47820850.9745867
6688,Grenada,GRD,1985,167728.455185185
6689,Greenland,GRL,1985,412876.07111849304
6690,Guatemala,GTM,1985,9721652.08695652
6692,Guyana,GUY,1985,453488.37209302303
6693,High income,HIC,1985,10168377070.825699
6694,"Hong Kong SAR, China",HKG,1985,35699543.0507778
6695,Honduras,HND,1985,5278120.712545901
6696,Heavily indebted poor countries (HIPC),HPC,1985,105684536.282164
6698,Haiti,HTI,1985,2009400.0
6700,IBRD only,IBD,1985,2554044737.98719
6701,IDA & IBRD total,IBT,1985,2858185207.52057
6702,IDA total,IDA,1985,309323833.935103
6703,IDA blend,IDB,1985,148837527.666759
6704,Indonesia,IDN,1985,85289491.75032249
6705,IDA only,IDX,1985,157285869.25193802
6707,India,IND,1985,232511877.84204102
6709,Ireland,IRL,1985,21295485.79995
6710,"Iran, Islamic Rep.",IRN,1985,180183629.59869298
6711,Iraq,IRQ,1985,48284979.0929559
6712,Iceland,ISL,1985,2988537.80623836
6713,Israel,ISR,1985,27504908.6791714
6714,Italy,ITA,1985,452217491.937937
6715,Jamaica,JAM,1985,2100223.14971396
6716,Jordan,JOR,1985,4993829.19412063
6717,Japan,JPN,1985,1398892744.82069
6719,Kenya,KEN,1985,6135034.33830431
6722,Kiribati,KIR,1985,32125.148404218202
6723,St. Kitts and Nevis,KNA,1985,111008.962222222
6724,"Korea, Rep.",KOR,1985,100273097.17018
6725,Kuwait,KWT,1985,21442619.680851102
6726,Latin America & Caribbean (excluding high income),LAC,1985,705501097.5663921
6727,Lao PDR,LAO,1985,2366666.61555556
6731,St. Lucia,LCA,1985,254459.434444444
6732,Latin America & Caribbean,LCN,1985,769300976.86168
6733,Least developed countries: UN classification,LDC,1985,120132214.310004
6735,Liechtenstein,LIE,1985,529078.995563876
6736,Sri Lanka,LKA,1985,5978460.972017671
6737,Lower middle income,LMC,1985,718572490.1911451
6738,Low & middle income,LMY,1985,2759408928.39968
6739,Lesotho,LSO,1985,268626.912549917
6740,Late-demographic dividend,LTE,1985,1479373592.2620502
6742,Luxembourg,LUX,1985,4738559.68476119
