,Year,Country.Code,Commodity.Code,Animal.health,Consumer.information,Cost.saving,Food.safety,Harmonization,Labelling,Lower.barriers.to.trade,National.security.requirements,Not.specified,Other,Plant.protection,Prevention.of.deceptive.practices.and.consumer.protection,Protect.humans.from.animal.plant.pest.or.disease,Protect.territory.from.other.damage.from.pests,Protection.of.animal.or.plant.life.or.health,Protection.of.Human.health.or.Safety,Protection.of.the.environment,Quality.requirements,Trade.Value..US..,gdp_d,gdp_o,comrelig,gatt_d,gatt_o,eu_d,Origin,distw,ln_gdp_o,ln_gdp_d,ln_trade,ln_dist,contig,ln_Tariff
798,2008,CRI,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,29831168000.0,1653508538368.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,28.1339205331699,24.1188195899194,3.9120230054281495,8.58829031959729,1,0.0
802,2008,CRI,10,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,29831168000.0,1653508538368.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,28.1339205331699,24.1188195899194,3.9120230054281495,8.58829031959729,1,0.0
804,2008,ECU,6,0,0,0,0,0,0,0,0,0,0,7,0,5,7,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,3.0445224377234195
805,2008,ECU,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
806,2008,ECU,8,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
807,2008,ECU,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
808,2008,ECU,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
809,2008,ECU,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
810,2008,ECU,10,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
822,2008,ECU,10,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
823,2008,ECU,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
824,2008,ECU,10,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
825,2008,ECU,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
826,2008,ECU,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
827,2008,ECU,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
828,2008,ECU,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
831,2008,ECU,10,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
838,2008,ECU,11,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
839,2008,ECU,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
840,2008,ECU,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
841,2008,ECU,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
842,2008,ECU,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
843,2008,ECU,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
844,2008,ECU,12,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
845,2008,EEC,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
846,2008,EEC,6,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
848,2008,EEC,10,5,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
849,2008,EEC,10,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
850,2008,EEC,10,3,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
851,2008,EEC,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
852,2008,EEC,10,3,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
875,2008,EEC,10,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
876,2008,EEC,10,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
877,2008,EEC,10,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
878,2008,EEC,10,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
879,2008,EEC,10,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
880,2008,EEC,10,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
881,2008,EEC,10,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
882,2008,EEC,10,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
883,2008,EEC,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
884,2008,EEC,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
885,2008,EEC,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
886,2008,EEC,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
887,2008,EEC,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
900,2008,EEC,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
901,2008,EEC,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
902,2008,EEC,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
903,2008,EEC,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
904,2008,EEC,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
905,2008,EEC,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
920,2008,EEC,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
921,2008,EEC,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
922,2008,EEC,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
923,2008,EEC,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450,61762633728.0,1653508538368.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.1339205331699,24.8465643863133,10.5307619889454,8.35837152575486,0,0.0
929,2008,EGY,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37450,162818179072.0,1653508538368.0,0.0026540002,1.0,1.0,0.0,BRA,9757.794126802059,28.1339205331699,25.8158999493422,10.5307619889454,9.18582164226452,0,0.0
931,2008,HND,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37450,13789720576.0,1653508538368.0,0.84216505,1.0,1.0,0.0,BRA,5985.35380560112,28.1339205331699,23.3471892657472,10.5307619889454,8.69707073163349,0,0.0
933,2008,IND,6,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,17862,1224097005568.0,1653508538368.0,0.01197,1.0,1.0,0.0,BRA,13949.7150523209,28.1339205331699,27.8332245497934,9.79043083024383,9.54321436068397,0,3.43398720448515
934,2008,IND,7,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,17862,1224097005568.0,1653508538368.0,0.01197,1.0,1.0,0.0,BRA,13949.7150523209,28.1339205331699,27.8332245497934,9.79043083024383,9.54321436068397,0,0.0
935,2008,IND,8,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,671920,1224097005568.0,1653508538368.0,0.01197,1.0,1.0,0.0,BRA,13949.7150523209,28.1339205331699,27.8332245497934,13.4178945647995,9.54321436068397,0,3.43398720448515
936,2008,IND,12,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,378753,1224097005568.0,1653508538368.0,0.01197,1.0,1.0,0.0,BRA,13949.7150523209,28.1339205331699,27.8332245497934,12.8446395565664,9.54321436068397,0,2.76757618041624
937,2008,IND,10,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,378753,1224097005568.0,1653508538368.0,0.01197,1.0,1.0,0.0,BRA,13949.7150523209,28.1339205331699,27.8332245497934,12.8446395565664,9.54321436068397,0,0.0
938,2008,IND,10,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,378753,1224097005568.0,1653508538368.0,0.01197,1.0,1.0,0.0,BRA,13949.7150523209,28.1339205331699,27.8332245497934,12.8446395565664,9.54321436068397,0,0.0
948,2008,IND,10,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,378753,1224097005568.0,1653508538368.0,0.01197,1.0,1.0,0.0,BRA,13949.7150523209,28.1339205331699,27.8332245497934,12.8446395565664,9.54321436068397,0,0.0
954,2008,JPN,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169448385,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,20.8797980087692,9.7971254019506,0,2.05668455455722
955,2008,JPN,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7128661,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,15.7796339767178,9.7971254019506,0,2.8803214220426603
956,2008,JPN,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
957,2008,JPN,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1011,2008,JPN,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1012,2008,JPN,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1013,2008,JPN,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1014,2008,JPN,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1015,2008,JPN,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1016,2008,JPN,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1017,2008,JPN,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1018,2008,JPN,10,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1019,2008,JPN,12,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1020,2008,JPN,12,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1021,2008,JPN,12,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1022,2008,JPN,12,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1023,2008,JPN,12,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1024,2008,JPN,12,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1025,2008,JPN,12,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1026,2008,JPN,12,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1027,2008,JPN,12,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1028,2008,JPN,12,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1029,2008,JPN,12,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1030,2008,JPN,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677723,4849184800768.0,1653508538368.0,0.005628000500000001,1.0,1.0,0.0,BRA,17981.9795977402,28.1339205331699,29.2098317244346,13.4264939288691,9.7971254019506,0,0.0
1033,2008,KOR,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,52475301,1002216030208.0,1653508538368.0,0.039122000000000004,1.0,1.0,0.0,BRA,17793.039094749398,28.1339205331699,27.633234694363104,17.7758531597193,9.78656259770272,0,3.11706455872152
1034,2008,KOR,3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5240910,1002216030208.0,1653508538368.0,0.039122000000000004,1.0,1.0,0.0,BRA,17793.039094749398,28.1339205331699,27.633234694363104,15.472005705341498,9.78656259770272,0,2.66374994220563
1035,2008,KOR,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2363466,1002216030208.0,1653508538368.0,0.039122000000000004,1.0,1.0,0.0,BRA,17793.039094749398,28.1339205331699,27.633234694363104,14.675639743666599,9.78656259770272,0,3.60522606911668
1036,2008,KOR,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1725,1002216030208.0,1653508538368.0,0.039122000000000004,1.0,1.0,0.0,BRA,17793.039094749398,28.1339205331699,27.633234694363104,7.45298232946546,9.78656259770272,0,2.19833507162025
1037,2008,KOR,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1725,1002216030208.0,1653508538368.0,0.039122000000000004,1.0,1.0,0.0,BRA,17793.039094749398,28.1339205331699,27.633234694363104,7.45298232946546,9.78656259770272,0,3.39685463222802
1038,2008,KOR,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92568,1002216030208.0,1653508538368.0,0.039122000000000004,1.0,1.0,0.0,BRA,17793.039094749398,28.1339205331699,27.633234694363104,11.435698788556198,9.78656259770272,0,3.26918863874179
1039,2008,KOR,10,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,92568,1002216030208.0,1653508538368.0,0.039122000000000004,1.0,1.0,0.0,BRA,17793.039094749398,28.1339205331699,27.633234694363104,11.435698788556198,9.78656259770272,0,0.0
1047,2008,KOR,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92568,1002216030208.0,1653508538368.0,0.039122000000000004,1.0,1.0,0.0,BRA,17793.039094749398,28.1339205331699,27.633234694363104,11.435698788556198,9.78656259770272,0,0.0
1048,2008,KOR,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92568,1002216030208.0,1653508538368.0,0.039122000000000004,1.0,1.0,0.0,BRA,17793.039094749398,28.1339205331699,27.633234694363104,11.435698788556198,9.78656259770272,0,0.0
1051,2008,LKA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5085583,40715239424.0,1653508538368.0,0.059936002,1.0,1.0,0.0,BRA,13946.0090654434,28.1339205331699,24.4298682923345,15.441920231827,9.54294865781971,0,0.0
1052,2008,LKA,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5085583,40715239424.0,1653508538368.0,0.059936002,1.0,1.0,0.0,BRA,13946.0090654434,28.1339205331699,24.4298682923345,15.441920231827,9.54294865781971,0,0.0
1053,2008,LKA,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5085583,40715239424.0,1653508538368.0,0.059936002,1.0,1.0,0.0,BRA,13946.0090654434,28.1339205331699,24.4298682923345,15.441920231827,9.54294865781971,0,0.0
1054,2008,LKA,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5085583,40715239424.0,1653508538368.0,0.059936002,1.0,1.0,0.0,BRA,13946.0090654434,28.1339205331699,24.4298682923345,15.441920231827,9.54294865781971,0,0.0
1062,2008,MAC,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5085583,20731023360.0,1653508538368.0,0.07746401,1.0,1.0,0.0,BRA,17999.5625,28.1339205331699,23.7548971283117,15.441920231827,9.79810273102736,0,0.0
