Year,Country,Commodity Code,Animal health,Consumer information,Cost saving,Food safety,Harmonization,Labelling,Lower barriers to trade,National security requirements,Not specified,Other,Plant protection,Prevention of deceptive practices and consumer protection,Protect humans from animal/plant pest or disease,Protect territory from other damage from pests,Protection of Human health or Safety,Protection of animal or plant life or health,Protection of the environment,Quality requirements
2011,United States of America,603,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2011,United States of America,702,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2011,United States of America,705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,809,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2011,United States of America,810,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2011,United States of America,1006,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2011,United States of America,1063,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,United States of America,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2011,United States of America,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2011,United States of America,3002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,3004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2011,United States of America,7051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,8414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,8415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,8418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,8419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,8514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,8711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,9020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,9306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,9404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,United States of America,20130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,United States of America,60220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,70320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,70820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,70960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,80250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,United States of America,80420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,80440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,80450,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,80520,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,80720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,80910,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,80920,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,80940,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,81010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,81050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,81090,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2011,United States of America,81120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,United States of America,120999,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2011,United States of America,220410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,United States of America,220430,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,United States of America,271011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2011,United States of America,280540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,650610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,840310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,841510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,841583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,841810,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2011,United States of America,841829,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2011,United States of America,841861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,841911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,841919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,842211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2011,United States of America,845011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2011,United States of America,850110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2011,United States of America,850153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2011,United States of America,851610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,851621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,851660,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2011,United States of America,853931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,United States of America,900130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,United States of America,902511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2011,United States of America,950699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,Uruguay,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Viet Nam,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Albania,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Albania,102,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Albania,103,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Albania,104,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Albania,201,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Albania,203,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Albania,204,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Albania,401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Albania,511,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Albania,806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Albania,2204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Albania,2208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Albania,2309,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Albania,3808,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Argentina,106,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Argentina,207,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Argentina,301,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Argentina,306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Argentina,407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Argentina,10611,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Argentina,40120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Argentina,200980,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,106,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2012,Australia,302,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,303,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,304,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,306,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,307,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,401,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,402,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,403,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,404,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,405,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,406,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Australia,511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Australia,602,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Australia,603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Australia,704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Australia,5119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Australia,60310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Australia,70110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Australia,80430,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Australia,80450,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Australia,81090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Australia,91010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Australia,120991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Australia,121220,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Brazil,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2012,Brazil,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Brazil,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Brazil,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Brazil,106,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Brazil,302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Brazil,303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Brazil,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Brazil,305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Brazil,307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Brazil,406,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Brazil,407,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,Brazil,511,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2012,Brazil,602,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,702,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,802,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,806,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,810,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,1005,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,1007,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,1063,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,Brazil,1201,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,1509,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,Brazil,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,Brazil,8013,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,8071,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,12099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,60120,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,60210,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,60290,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,70110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,70310,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,70700,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,70810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,70820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,70990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,80550,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,80810,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,80820,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,80910,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,80930,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,80940,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,81090,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,100110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,100190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,100200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,100300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,100400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,100510,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,100610,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,100700,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,100820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,100890,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,120100,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,120400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,120600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,120720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brazil,120730,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Brazil,120740,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Brunei Darussalam,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,7,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,Canada,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Canada,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Canada,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,23,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Canada,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Canada,106,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Canada,306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Canada,307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Canada,404,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,407,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Canada,602,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,713,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1001,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1002,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1003,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1004,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1005,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1006,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1007,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1008,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1101,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,1201,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1202,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1204,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1205,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1206,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1207,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,1905,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Canada,2526,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,2923,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,3507,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,10690,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,12092,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,40690,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,70810,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,71350,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,120100,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,120910,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,120921,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,120922,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,120923,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,120924,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,120925,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,120926,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,120929,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,Canada,291814,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Canada,350211,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chile,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Chile,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chile,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Chile,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Chile,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Chile,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Chile,511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Chile,602,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,1209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,1211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,1404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,5305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,60220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,60290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,70110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,71310,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,71333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,71340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,71420,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,80250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,80610,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,80810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,80820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,81010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,81020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,81050,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,81090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,120930,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chile,120999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,China,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,China,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,China,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,China,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,China,8479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,China,9004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,China,9018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012,Chinese Taipei,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chinese Taipei,102,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chinese Taipei,103,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chinese Taipei,104,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chinese Taipei,105,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chinese Taipei,203,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chinese Taipei,204,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chinese Taipei,207,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chinese Taipei,301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Chinese Taipei,401,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chinese Taipei,407,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chinese Taipei,601,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Chinese Taipei,901,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Chinese Taipei,1063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Chinese Taipei,30192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Chinese Taipei,60290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
