"","Year","Country.Code","Commodity.Code","Animal health","Consumer information","Cost saving","Food safety","Harmonization","Labelling","Lower barriers to trade","National security requirements","Not specified","Other","Plant protection","Prevention of deceptive practices and consumer protection","Protect humans from animal/plant pest or disease","Protect territory from other damage from pests","Protection of animal or plant life or health","Protection of Human health or Safety","Protection of the environment","Quality requirements"
"904",2008,"EEC",10592,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"905",2008,"EEC",10593,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"906",2008,"EEC",10599,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"907",2008,"EEC",20230,3,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"908",2008,"EEC",20329,3,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"909",2008,"EEC",20423,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"910",2008,"EEC",20450,3,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"911",2008,"EEC",20711,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"912",2008,"EEC",20712,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"913",2008,"EEC",20713,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"914",2008,"EEC",20714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"915",2008,"EEC",20810,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"916",2008,"EEC",20890,3,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"917",2008,"EEC",30110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"918",2008,"EEC",30270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"919",2008,"EEC",40700,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"920",2008,"EEC",51191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"921",2008,"EEC",120810,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"922",2008,"EEC",130232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"923",2008,"EEC",151211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"924",2008,"EEC",151219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"925",2008,"EEC",190110,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"926",2008,"EEC",210390,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"927",2008,"EEC",230250,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"928",2008,"EEC",283699,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"929",2008,"EEC",290722,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"930",2008,"EGY",102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"931",2008,"EGY",20230,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"932",2008,"HND",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"933",2008,"IDN",301,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"934",2008,"IND",6,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0
"935",2008,"IND",7,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
"936",2008,"IND",8,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0
"937",2008,"IND",12,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0
"938",2008,"IND",103,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"939",2008,"IND",105,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"940",2008,"IND",201,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"941",2008,"IND",203,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"942",2008,"IND",204,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"943",2008,"IND",207,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"944",2008,"IND",401,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"945",2008,"IND",407,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"946",2008,"IND",408,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"947",2008,"IND",507,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"948",2008,"IND",511,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"949",2008,"IND",1063,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"950",2008,"IND",2003,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
"951",2008,"IND",2309,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"952",2008,"ISR",406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"953",2008,"ISR",8516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"954",2008,"ISR",90420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"955",2008,"JPN",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"956",2008,"JPN",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"957",2008,"JPN",6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"958",2008,"JPN",105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"959",2008,"JPN",201,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"960",2008,"JPN",202,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"961",2008,"JPN",203,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"962",2008,"JPN",204,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"963",2008,"JPN",205,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"964",2008,"JPN",206,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"965",2008,"JPN",207,1,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"966",2008,"JPN",208,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"967",2008,"JPN",209,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"968",2008,"JPN",302,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"969",2008,"JPN",303,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"970",2008,"JPN",304,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"971",2008,"JPN",306,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"972",2008,"JPN",307,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"973",2008,"JPN",401,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"974",2008,"JPN",407,1,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"975",2008,"JPN",408,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"976",2008,"JPN",409,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"977",2008,"JPN",701,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"978",2008,"JPN",702,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"979",2008,"JPN",703,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"980",2008,"JPN",704,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"981",2008,"JPN",705,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"982",2008,"JPN",706,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"983",2008,"JPN",707,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"984",2008,"JPN",708,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"985",2008,"JPN",709,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"986",2008,"JPN",710,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"987",2008,"JPN",713,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"988",2008,"JPN",714,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"989",2008,"JPN",801,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"990",2008,"JPN",802,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"991",2008,"JPN",803,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"992",2008,"JPN",804,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"993",2008,"JPN",805,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"994",2008,"JPN",806,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"995",2008,"JPN",807,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"996",2008,"JPN",808,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"997",2008,"JPN",809,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"998",2008,"JPN",810,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"999",2008,"JPN",811,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1000",2008,"JPN",813,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1001",2008,"JPN",814,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1002",2008,"JPN",901,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1003",2008,"JPN",902,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1004",2008,"JPN",903,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1005",2008,"JPN",904,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1006",2008,"JPN",905,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1007",2008,"JPN",906,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1008",2008,"JPN",907,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1009",2008,"JPN",908,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1010",2008,"JPN",909,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1011",2008,"JPN",910,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1012",2008,"JPN",1001,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1013",2008,"JPN",1002,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1014",2008,"JPN",1003,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1015",2008,"JPN",1004,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1016",2008,"JPN",1005,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1017",2008,"JPN",1006,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1018",2008,"JPN",1007,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1019",2008,"JPN",1008,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1020",2008,"JPN",1201,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1021",2008,"JPN",1202,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1022",2008,"JPN",1204,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1023",2008,"JPN",1205,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1024",2008,"JPN",1206,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1025",2008,"JPN",1207,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1026",2008,"JPN",1208,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1027",2008,"JPN",1210,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1028",2008,"JPN",1211,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1029",2008,"JPN",1212,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1030",2008,"JPN",1214,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1031",2008,"JPN",1512,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1032",2008,"JPN",2002,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1033",2008,"JPN",3004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034",2008,"KOR",2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"1035",2008,"KOR",3,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"1036",2008,"KOR",4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1037",2008,"KOR",6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1038",2008,"KOR",7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1039",2008,"KOR",8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1040",2008,"KOR",102,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"1041",2008,"KOR",201,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1042",2008,"KOR",202,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1043",2008,"KOR",207,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1044",2008,"KOR",301,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"1045",2008,"KOR",307,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1046",2008,"KOR",511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1047",2008,"KOR",602,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"1048",2008,"KOR",1061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049",2008,"KOR",1063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1050",2008,"KOR",20810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1051",2008,"KOR",70110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1052",2008,"LKA",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1053",2008,"LKA",4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054",2008,"LKA",6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1055",2008,"LKA",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1056",2008,"LKA",18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057",2008,"LKA",401,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058",2008,"LKA",402,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059",2008,"LKA",403,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060",2008,"LKA",404,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061",2008,"LKA",405,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062",2008,"LKA",406,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063",2008,"MAC",102,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1064",2008,"MAC",201,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1065",2008,"MAC",206,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1066",2008,"MAC",401,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1067",2008,"MAC",511,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1068",2008,"MYS",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1069",2008,"NIC",2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1070",2008,"NIC",3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1071",2008,"NIC",4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1072",2008,"NIC",6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"1073",2008,"NIC",7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1074",2008,"NIC",8,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
"1075",2008,"NIC",9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1076",2008,"NIC",10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1077",2008,"NIC",11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1078",2008,"NIC",12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1079",2008,"NIC",13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1080",2008,"NIC",14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1081",2008,"NIC",803,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1082",2008,"NIC",1209,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1083",2008,"NIC",120991,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1084",2008,"NLD",102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1085",2008,"NLD",202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086",2008,"NLD",307,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1087",2008,"NLD",60290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1088",2008,"NOR",602,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1089",2008,"NOR",1006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1090",2008,"NOR",4401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1091",2008,"NOR",100610,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1092",2008,"NOR",100620,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1093",2008,"NOR",100630,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094",2008,"NOR",100640,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095",2008,"NOR",110290,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1096",2008,"NOR",110319,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097",2008,"NOR",110320,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1098",2008,"NOR",110419,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099",2008,"NOR",110429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1100",2008,"NOR",110430,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1101",2008,"NOR",110819,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102",2008,"NOR",190110,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1103",2008,"NOR",190211,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104",2008,"NOR",190219,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1105",2008,"NOR",190220,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106",2008,"NOR",190230,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1107",2008,"NOR",190410,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108",2008,"NOR",190420,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1109",2008,"NOR",190490,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110",2008,"NOR",230240,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1111",2008,"NPL",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1112",2008,"NPL",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1113",2008,"NPL",4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1114",2008,"NPL",6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1115",2008,"NPL",105,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1116",2008,"NPL",106,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1117",2008,"NPL",407,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"1118",2008,"NZL",1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1119",2008,"NZL",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1120",2008,"NZL",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1121",2008,"NZL",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1122",2008,"NZL",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1123",2008,"NZL",6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124",2008,"NZL",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1125",2008,"NZL",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1126",2008,"NZL",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1127",2008,"NZL",10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128",2008,"NZL",11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1129",2008,"NZL",12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130",2008,"NZL",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131",2008,"NZL",14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132",2008,"NZL",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133",2008,"NZL",16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134",2008,"NZL",17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1135",2008,"NZL",18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1136",2008,"NZL",19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1137",2008,"NZL",20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138",2008,"NZL",21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1139",2008,"NZL",22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140",2008,"NZL",101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141",2008,"NZL",106,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1142",2008,"NZL",203,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1143",2008,"NZL",204,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1144",2008,"NZL",304,3,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0
"1145",2008,"NZL",401,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1146",2008,"NZL",402,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1147",2008,"NZL",403,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1148",2008,"NZL",404,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1149",2008,"NZL",405,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1150",2008,"NZL",406,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1151",2008,"NZL",511,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1152",2008,"NZL",713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1153",2008,"NZL",1001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1154",2008,"NZL",1003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1155",2008,"NZL",1004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1156",2008,"NZL",1005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1157",2008,"NZL",3021,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"1158",2008,"NZL",10620,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"1159",2008,"NZL",60290,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
"1160",2008,"NZL",81060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1161",2008,"OMN",1101,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1162",2008,"OMN",1509,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1163",2008,"OMN",1512,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1164",2008,"OMN",1513,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1165",2008,"OMN",1514,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1166",2008,"OMN",1515,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1167",2008,"OMN",2501,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1168",2008,"OMN",151550,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1169",2008,"PAN",7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1170",2008,"PAN",8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1171",2008,"PAN",602,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1172",2008,"PAN",603,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1173",2008,"PAN",604,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1174",2008,"PER",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1175",2008,"PER",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1176",2008,"PER",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1177",2008,"PER",8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1178",2008,"PER",102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1179",2008,"PER",103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1180",2008,"PER",104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
