ReporterIS03,NTMCode,NTMDescription,Sector,NTM Coverage ratio,NTM Frequency ratio,NTM affected product - count,Duty free NTM Frequency ratio,Duty free NTM coverage ratio,NTM affected duty free imports %,Duty free product count,Duty free imports,NTM affected trade,Duty free total products - count,NTM partial coverage,Traded products - total,Duty free imports - total,Total Trade
BHR,B110,Prohibition for TBT reasons,Mach and Elec,70.34,82.79,635,96.58,90.2,31.64,113,743636.27,1653265.01,117,8,767,824430.44,2350539.74
BHR,B140,Authorization requirement for TBT reasons,Mach and Elec,20.24,2.61,20,15.38,57.59,20.2,18,474796.41,475753.21,117,0,767,824430.44,2350539.74
BHR,B150,Registration requirement for importers for TBT reasons,Mach and Elec,18.81,1.56,12,10.26,53.63,18.81,12,442139.73,442139.73,117,0,767,824430.44,2350539.74
BHR,B320,Marking requirements,Mach and Elec,1.48,1.56,12,5.13,3.96,1.39,6,32656.68,34775.96,117,0,767,824430.44,2350539.74
BHR,B810,Product registration requirement,Mach and Elec,19.07,2.22,17,12.82,54.19,19.01,15,446747.78,448182.68,117,0,767,824430.44,2350539.74
BHR,B853,Distribution and location of products after delivery,Mach and Elec,18.81,1.56,12,10.26,53.63,18.81,12,442139.73,442139.73,117,0,767,824430.44,2350539.74
BHR,C,Pre-shipment inspection and other formalities,Mach and Elec,1.48,1.56,12,5.13,3.96,1.39,6,32656.68,34775.96,117,8,767,824430.44,2350539.74
BHR,C400,Import monitoring and surveillance requirements and other automatic licensing measures,Mach and Elec,0.05,0.52,4,0,,,0,,1162.48,117,0,767,824430.44,2350539.74
BHR,C900,"Other formalities, n.e.s.",Mach and Elec,1.43,1.04,8,5.13,3.96,1.39,6,32656.68,33613.48,117,8,767,824430.44,2350539.74
BHR,E,"Licences, quotas, prohibitions and other quantity control measures",Mach and Elec,20.37,3.26,25,19.66,57.97,20.33,23,477948.69,478905.49,117,0,767,824430.44,2350539.74
BHR,E112,Licensing for specified use,Mach and Elec,18.81,1.56,12,10.26,53.63,18.81,12,442139.73,442139.73,117,0,767,824430.44,2350539.74
BHR,E121,"Licensing for religious, moral or cultural reasons",Mach and Elec,1.43,1.04,8,5.13,3.96,1.39,6,32656.68,33613.48,117,0,767,824430.44,2350539.74
BHR,E315,Prohibition of products infringing patents or other intellectual property rights,Mach and Elec,0.13,0.65,5,4.27,0.38,0.13,5,3152.29,3152.29,117,0,767,824430.44,2350539.74
BHR,P,Export related measures,Mach and Elec,88.21,83.7,601,,,,0,,1113648.17,0,0,718,,1262473.58
BHR,P130,Licensing or permit requirements to export,Mach and Elec,88.21,83.7,601,,,,0,,1113648.17,0,0,718,,1262473.58
BHR,P140,Export Registration requirements,Mach and Elec,88.21,83.7,601,,,,0,,1113627.68,0,0,718,,1262473.58
BHR,P690,"Export technical measures, n.e.s.",Mach and Elec,88.21,83.7,601,,,,0,,1113627.68,0,0,718,,1262473.58
BHR,ALL,ALL MEASURES,Transportation,70.63,71.31,87,33.33,0.22,0.04,5,1045,1863973.53,15,11,122,472110.73,2639161.29
BHR,B,Technical barriers to trade,Transportation,55.06,71.31,87,33.33,0.22,0.04,5,1045,1453020.08,15,0,122,472110.73,2639161.29
BHR,B110,Prohibition for TBT reasons,Transportation,55.05,70.49,86,26.67,0.18,0.03,4,871.38,1452846.46,15,0,122,472110.73,2639161.29
BHR,B810,Product registration requirement,Transportation,0.01,0.82,1,6.67,0.04,0.01,1,173.62,173.62,15,0,122,472110.73,2639161.29
BHR,C,Pre-shipment inspection and other formalities,Transportation,57.54,9.02,11,0,,,0,,1518530.8,15,11,122,472110.73,2639161.29
BHR,C900,"Other formalities, n.e.s.",Transportation,57.54,9.02,11,0,,,0,,1518530.8,15,11,122,472110.73,2639161.29
BHR,F,"Charges, taxes and other para-tariff measures",Transportation,57.54,9.02,11,0,,,0,,1518530.8,15,11,122,472110.73,2639161.29
BHR,F900,Prince control measures n.e.s ,Transportation,57.54,9.02,11,0,,,0,,1518530.8,15,11,122,472110.73,2639161.29
BHR,P,Export related measures,Transportation,70.21,74.07,80,,,,0,,601988.2,0,0,108,,857384.31
BHR,P130,Licensing or permit requirements to export,Transportation,70.21,74.07,80,,,,0,,601988.2,0,0,108,,857384.31
BHR,P140,Export Registration requirements,Transportation,70.21,74.07,80,,,,0,,601988.2,0,0,108,,857384.31
BHR,P690,"Export technical measures, n.e.s.",Transportation,70.21,74.07,80,,,,0,,601988.2,0,0,108,,857384.31
BHR,A,Sanitary and phytosanitary measures,Miscellaneous,14.75,10.14,35,0,,,0,,76496.81,22,0,345,29746.2,518692.87
BHR,A140,Special Authorization requirement for SPS reasons,Miscellaneous,14.75,10.14,35,0,,,0,,76496.81,22,0,345,29746.2,518692.87
BHR,A810,Product registration requirement,Miscellaneous,14.75,10.14,35,0,,,0,,76496.81,22,0,345,29746.2,518692.87
BHR,ALL,ALL MEASURES,Miscellaneous,43.46,59.13,204,95.45,65.52,3.76,21,19490.93,225404.1,22,36,345,29746.2,518692.87
BHR,B,Technical barriers to trade,Miscellaneous,34.86,52.75,182,95.45,65.52,3.76,21,19490.93,180829.36,22,1,345,29746.2,518692.87
BHR,B110,Prohibition for TBT reasons,Miscellaneous,34.75,52.17,180,95.45,65.52,3.76,21,19490.93,180244.65,22,0,345,29746.2,518692.87
BHR,B140,Authorization requirement for TBT reasons,Miscellaneous,0.12,0.29,1,0,,,0,,647.42,22,0,345,29746.2,518692.87
BHR,B150,Registration requirement for importers for TBT reasons,Miscellaneous,0.12,0.29,1,0,,,0,,647.42,22,0,345,29746.2,518692.87
BHR,B210,Tolerance limits for residues of or contamination by certain substances,Miscellaneous,2.11,0.29,1,0,,,0,,10935,22,0,345,29746.2,518692.87
BHR,B220,Restricted use of certain substances,Miscellaneous,2.11,0.29,1,0,,,0,,10935,22,0,345,29746.2,518692.87
BHR,B310,Labelling requirements,Miscellaneous,2.11,0.29,1,0,,,0,,10935,22,1,345,29746.2,518692.87
BHR,B320,Marking requirements,Miscellaneous,2.12,0.87,3,0,,,0,,10977.32,22,0,345,29746.2,518692.87
BHR,B420,TBT regulations on transport and storage,Miscellaneous,2.11,0.29,1,0,,,0,,10935,22,0,345,29746.2,518692.87
BHR,B600,Product identity requirement,Miscellaneous,0.01,0.58,2,0,,,0,,42.32,22,0,345,29746.2,518692.87
BHR,B810,Product registration requirement,Miscellaneous,0.12,0.29,1,0,,,0,,647.42,22,0,345,29746.2,518692.87
BHR,B853,Distribution and location of products after delivery,Miscellaneous,0.12,0.29,1,0,,,0,,647.42,22,0,345,29746.2,518692.87
BHR,B859,"Traceability requirements, n.e.s.",Miscellaneous,0.12,0.29,1,0,,,0,,647.42,22,0,345,29746.2,518692.87
BHR,C,Pre-shipment inspection and other formalities,Miscellaneous,14.75,10.14,35,0,,,0,,76496.81,22,35,345,29746.2,518692.87
BHR,C900,"Other formalities, n.e.s.",Miscellaneous,14.75,10.14,35,0,,,0,,76496.81,22,35,345,29746.2,518692.87
BHR,E,"Licences, quotas, prohibitions and other quantity control measures",Miscellaneous,0.2,1.74,6,0,,,0,,1017.31,22,0,345,29746.2,518692.87
BHR,E112,Licensing for specified use,Miscellaneous,0.2,1.74,6,0,,,0,,1017.31,22,0,345,29746.2,518692.87
BHR,P,Export related measures,Miscellaneous,57.73,56.83,183,,,,0,,127136.62,0,3,322,,220238.68
BHR,P120,Export quotas,Miscellaneous,4.52,0.31,1,,,,0,,9962.19,0,0,322,,220238.68
BHR,P130,Licensing or permit requirements to export,Miscellaneous,53.2,56.52,182,,,,0,,117174.43,0,3,322,,220238.68
BHR,P140,Export Registration requirements,Miscellaneous,53.2,56.52,182,,,,0,,117174.43,0,3,322,,220238.68
BHR,P190,"Export quantitative restrictions, n.e.s.",Miscellaneous,12.48,10.87,35,,,,0,,27490.63,0,0,322,,220238.68
BHR,P690,"Export technical measures, n.e.s.",Miscellaneous,43.84,48.14,155,,,,0,,96558.96,0,0,322,,220238.68
BHR,A,Sanitary and phytosanitary measures,All sectors,10.79,21.43,1044,48.45,33.67,4.03,219,895589.39,2399593.1,452,267,4872,2659555.13,22244697.01
BHR,A110,Temporary geographic prohibitions for SPS reasons,All sectors,0.07,2.05,100,4.42,0.34,0.04,20,8980.48,15231.09,452,0,4872,2659555.13,22244697.01
BHR,A120,Geographical restrictions on eligibility,All sectors,0.02,0.06,3,0.44,0.17,0.02,2,4400.65,4553.29,452,0,4872,2659555.13,22244697.01
BHR,A130,Systems Approach,All sectors,2.06,5.99,292,26.11,14.09,1.68,118,374813.52,459124,452,0,4872,2659555.13,22244697.01
BHR,A140,Special Authorization requirement for SPS reasons,All sectors,7.94,17.75,865,46.9,28.98,3.46,212,770760.99,1766313.96,452,220,4872,2659555.13,22244697.01
BHR,A150,Registration requirements for importers,All sectors,0.02,0.02,1,0.22,0.21,0.02,1,5458.14,5458.14,452,0,4872,2659555.13,22244697.01
BHR,A190,Prohibitions/restrictions of importsfor SPS reasons n.e.s.,All sectors,2.06,5.99,292,26.11,14.09,1.68,118,374813.52,459124,452,259,4872,2659555.13,22244697.01
BHR,A210,Tolerance limits for residues of or contamination by certain (non-microbiological) substances,All sectors,8.4,15.15,738,36.95,23.25,2.78,167,618260.09,1869231.7,452,0,4872,2659555.13,22244697.01
BHR,A220,Restricted use of certain substances in foods and feeds and their contact materials,All sectors,7.64,15.19,740,37.39,23.27,2.78,169,618814.88,1698679.11,452,140,4872,2659555.13,22244697.01
BHR,A310,Labelling requirements,All sectors,7.71,15.56,758,37.83,23.41,2.8,171,622642.83,1715648.74,452,1,4872,2659555.13,22244697.01
BHR,A320,Marking requirements,All sectors,0.1,0.1,5,0.44,0.22,0.03,2,5884.1,21493.15,452,0,4872,2659555.13,22244697.01
BHR,A330,Packaging requirements,All sectors,7.76,16.15,787,40.49,23.5,2.81,183,624893.24,1726772.33,452,0,4872,2659555.13,22244697.01
BHR,A410,Microbiological criteria of the final product,All sectors,7.63,15.07,734,36.95,23.25,2.78,167,618260.09,1698120.89,452,0,4872,2659555.13,22244697.01
BHR,A420,Hygienic practices during production,All sectors,0.44,0.12,6,,,,0,,98817.79,0,0,4872,2659555.13,22244697.01
BHR,A510,Cold/heat treatment,All sectors,0.44,0.12,6,,,,0,,98817.79,0,0,4872,2659555.13,22244697.01
BHR,A590,"Treatment for elimination of plant and animal pests and disease-causing organisms in the final product, n.e.s.",All sectors,2.07,6.01,293,26.11,14.09,1.68,118,374813.52,459467.82,452,1,4872,2659555.13,22244697.01
BHR,A610,Plant growth processes,All sectors,0.03,0.74,36,3.54,0.06,0.01,16,1630.44,6544.83,452,0,4872,2659555.13,22244697.01
BHR,A630,Food and feed processing,All sectors,7.71,15.7,765,38.27,23.42,2.8,173,622760.59,1716044.81,452,0,4872,2659555.13,22244697.01
BHR,A640,Storage and transport conditions,All sectors,7.79,16.17,788,40.71,23.7,2.83,184,630351.38,1732230.47,452,0,4872,2659555.13,22244697.01
BHR,A810,Product registration requirement,All sectors,3.02,7.39,360,13.94,14.07,1.68,63,374079.29,672562.11,452,1,4872,2659555.13,22244697.01
BHR,A820,Testing requirement,All sectors,8.04,17.22,839,45.35,25.82,3.09,205,686662.07,1789480.82,452,1,4872,2659555.13,22244697.01
BHR,A830,Certification requirement,All sectors,5.25,15.29,745,44.47,21.54,2.57,201,572750.11,1168943.07,452,2,4872,2659555.13,22244697.01
BHR,A840,Inspection requirement,All sectors,8.84,17.22,839,45.58,26.02,3.11,206,692120.21,1965771.45,452,1,4872,2659555.13,22244697.01
BHR,A851,Origin of materials and parts,All sectors,3.18,7.72,376,18.58,7.4,0.88,84,196860.23,707311.87,452,0,4872,2659555.13,22244697.01
BHR,A853,Distribution and location of products after delivery,All sectors,0.02,0.02,1,0.22,0.21,0.02,1,5458.14,5458.14,452,0,4872,2659555.13,22244697.01
BHR,A859,"Traceability requirements, n.e.s.",All sectors,0,0.04,2,0.44,0,0,2,117.75,117.75,452,0,4872,2659555.13,22244697.01
BHR,A860,Quarantine requirement,All sectors,2.34,6.53,318,30.97,16.42,1.96,140,436582.35,521049.57,452,0,4872,2659555.13,22244697.01
BHR,ALL,ALL MEASURES,All sectors,58.6,48.13,2345,92.7,79.37,9.49,419,2110865.39,13034635.64,452,1211,4872,2659555.13,22244697.01
BHR,B,Technical barriers to trade,All sectors,46.72,27.75,1352,47.12,53.58,6.41,213,1424861.81,10392296.04,452,162,4872,2659555.13,22244697.01
BHR,B110,Prohibition for TBT reasons,All sectors,42.65,24.43,1190,31.86,29,3.47,144,771203.14,9486916.37,452,11,4872,2659555.13,22244697.01
BHR,B140,Authorization requirement for TBT reasons,All sectors,3.77,3,146,17.48,30.02,3.59,79,798391.59,838074.41,452,0,4872,2659555.13,22244697.01
BHR,B150,Registration requirement for importers for TBT reasons,All sectors,3.48,2.75,134,14.16,27.8,3.32,64,739394.91,775097.41,452,8,4872,2659555.13,22244697.01
BHR,B210,Tolerance limits for residues of or contamination by certain substances,All sectors,0.07,0.41,20,,,,0,,15949.84,0,0,4872,2659555.13,22244697.01
BHR,B220,Restricted use of certain substances,All sectors,0.1,0.55,27,0.22,0.01,0,1,334.75,21566.96,452,1,4872,2659555.13,22244697.01
BHR,B310,Labelling requirements,All sectors,3.14,3.16,154,11.5,11.18,1.34,52,297255.18,697668.04,452,154,4872,2659555.13,22244697.01
BHR,B320,Marking requirements,All sectors,3.24,1.44,70,2.88,12.29,1.47,13,326841.21,721837.25,452,0,4872,2659555.13,22244697.01
BHR,B330,Packaging requirements,All sectors,3.09,3.14,153,11.5,11.18,1.34,52,297255.18,686733.04,452,0,4872,2659555.13,22244697.01
BHR,B410,TBT regulations on production processes,All sectors,2.27,1.97,96,11.28,11.17,1.34,51,297129.48,503856.42,452,0,4872,2659555.13,22244697.01
BHR,B420,TBT regulations on transport and storage,All sectors,2.4,3.1,151,11.5,11.18,1.34,52,297255.18,534153.15,452,0,4872,2659555.13,22244697.01
BHR,B600,Product identity requirement,All sectors,2.46,1.25,61,1.55,11.06,1.32,7,294184.53,548170.71,452,0,4872,2659555.13,22244697.01
BHR,B810,Product registration requirement,All sectors,3.5,2.57,125,14.82,27.98,3.34,67,744050.88,778284.37,452,14,4872,2659555.13,22244697.01
BHR,B853,Distribution and location of products after delivery,All sectors,4.29,2.94,143,14.16,27.8,3.32,64,739394.91,953394.54,452,0,4872,2659555.13,22244697.01
BHR,B859,"Traceability requirements, n.e.s.",All sectors,0,0.02,1,,,,0,,647.42,0,0,4872,2659555.13,22244697.01
BHR,B890,Conformity assessment related to TBT n.e.s.,All sectors,0.01,0.02,1,,,,0,,1768.13,0,0,4872,2659555.13,22244697.01
BHR,C,Pre-shipment inspection and other formalities,All sectors,18.54,24.73,1205,59.29,39.21,4.69,268,1042856.39,4123651.9,452,1128,4872,2659555.13,22244697.01
BHR,C300,Requirement to pass through specified port of customs,All sectors,7.99,16.52,805,42.7,25.73,3.08,193,684411.66,1778078.91,452,0,4872,2659555.13,22244697.01
BHR,C400,Import monitoring and surveillance requirements and other automatic licensing measures,All sectors,1.08,2.34,114,0.88,0.3,0.04,4,8086.21,239347.22,452,4,4872,2659555.13,22244697.01
BHR,C900,"Other formalities, n.e.s.",All sectors,17.56,23.15,1128,59.29,39.21,4.69,268,1042856.39,3906091.66,452,1128,4872,2659555.13,22244697.01
BHR,E,"Licences, quotas, prohibitions and other quantity control measures",All sectors,3.25,2.79,136,8.41,19.13,2.29,38,508778.24,723910.87,452,1,4872,2659555.13,22244697.01
BHR,E112,Licensing for specified use,All sectors,2.05,1.27,62,3.32,16.72,2,15,444767.8,455064.89,452,1,4872,2659555.13,22244697.01
BHR,E121,"Licensing for religious, moral or cultural reasons",All sectors,0.3,0.64,31,3.54,2.22,0.27,16,59122.38,66713.29,452,0,4872,2659555.13,22244697.01
BHR,E129,Licensing for non-economic reasons n.e.s.,All sectors,0.77,0.08,4,,,,0,,171110.81,0,0,4872,2659555.13,22244697.01
BHR,E311,Full prohibition (import ban),All sectors,0.01,0.18,9,0.44,0.07,0.01,2,1735.77,2126.89,452,0,4872,2659555.13,22244697.01
BHR,E315,Prohibition of products infringing patents or other intellectual property rights,All sectors,0.01,0.1,5,1.11,0.12,0.01,5,3152.29,3152.29,452,0,4872,2659555.13,22244697.01
BHR,E316,"Prohibition of used, repaired or remanufactured goods",All sectors,0,0.06,3,,,,0,,8.21,0,0,4872,2659555.13,22244697.01
BHR,E511,Quota agreement,All sectors,0.12,0.45,22,,,,0,,25734.48,0,0,4872,2659555.13,22244697.01
BHR,F,"Charges, taxes and other para-tariff measures",All sectors,8.22,1.46,71,11.28,11.17,1.34,51,297129.48,1829203.28,452,71,4872,2659555.13,22244697.01
BHR,F900,Prince control measures n.e.s ,All sectors,8.22,1.46,71,11.28,11.17,1.34,51,297129.48,1829203.28,452,71,4872,2659555.13,22244697.01
BHR,H,Anti-competitive measures,All sectors,1.45,1.52,74,0.66,0.1,0.01,3,2628.07,321508.88,452,0,4872,2659555.13,22244697.01
BHR,H110,"State trading enterprises, for importing",All sectors,1.4,0.72,35,,,,0,,310439.5,0,0,4872,2659555.13,22244697.01
BHR,H190,"Other selective import channels, n.e.s.",All sectors,0.05,0.8,39,0.66,0.1,0.01,3,2628.07,11069.38,452,0,4872,2659555.13,22244697.01
BHR,P,Export related measures,All sectors,74.53,48.15,1832,,,,0,,14653817.44,0,190,3805,,19662387.84
BHR,P110,Export Prohibition,All sectors,0.02,0.76,29,,,,0,,4731.72,0,0,3805,,19662387.84
BHR,P120,Export quotas,All sectors,2.32,6.2,236,,,,0,,455642.62,0,0,3805,,19662387.84
BHR,P130,Licensing or permit requirements to export,All sectors,59.44,42.02,1599,,,,0,,11686785.1,0,190,3805,,19662387.84
BHR,P140,Export Registration requirements,All sectors,58.94,37.16,1414,,,,0,,11589242.53,0,10,3805,,19662387.84
BHR,P190,"Export quantitative restrictions, n.e.s.",All sectors,0.48,6.33,241,,,,0,,95035.41,0,0,3805,,19662387.84
BHR,P210,"State trading enterprises, for exporting",All sectors,12.94,0.95,36,,,,0,,2544400.58,0,0,3805,,19662387.84
BHR,P290,"Other selective export channels, n.e.s.",All sectors,0,0.37,14,,,,0,,969.78,0,0,3805,,19662387.84
BHR,P690,"Export technical measures, n.e.s.",All sectors,56.73,34.14,1299,,,,0,,11154157.09,0,0,3805,,19662387.84
BHS,A,Sanitary and phytosanitary measures,Animal,99.73,96.04,267,100,100,38.09,57,90902.85,238006.88,57,9,278,90902.85,238658.22
BHS,A120,Geographical restrictions on eligibility,Animal,0.35,2.52,7,0,,,0,,833.28,57,6,278,90902.85,238658.22
BHS,A140,Special Authorization requirement for SPS reasons,Animal,99.73,96.04,267,100,100,38.09,57,90902.85,238006.88,57,3,278,90902.85,238658.22
BHS,A210,Tolerance limits for residues of or contamination by certain (non-microbiological) substances,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,A310,Labelling requirements,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,A320,Marking requirements,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,A330,Packaging requirements,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,A410,Microbiological criteria of the final product,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,A420,Hygienic practices during production,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,A490,Hygienic requirements n.e.s.,Animal,0.69,6.83,19,1.75,0.02,0.01,1,22.61,1640.05,57,0,278,90902.85,238658.22
BHS,A510,Cold/heat treatment,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,A630,Food and feed processing,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,A640,Storage and transport conditions,Animal,9.42,53.24,148,26.32,2.39,0.91,15,2176.3,22473.32,57,0,278,90902.85,238658.22
BHS,A840,Inspection requirement,Animal,9.91,58.99,164,28.07,2.42,0.92,16,2198.91,23660.63,57,0,278,90902.85,238658.22
BHS,A851,Origin of materials and parts,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,A852,Processing history,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,A853,Distribution and location of products after delivery,Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,ALL,ALL MEASURES,Animal,99.94,97.48,271,100,100,38.09,57,90902.85,238504.65,57,47,278,90902.85,238658.22
BHS,B,Technical barriers to trade,Animal,9.44,54.32,151,28.07,2.4,0.91,16,2177.17,22540.89,57,38,278,90902.85,238658.22
BHS,B140,Authorization requirement for TBT reasons,Animal,9.44,54.32,151,28.07,2.4,0.91,16,2177.17,22540.89,57,38,278,90902.85,238658.22
BHS,B330,Packaging requirements,Animal,9.2,52.52,146,28.07,2.4,0.91,16,2177.17,21949.73,57,0,278,90902.85,238658.22
BHS,F,"Charges, taxes and other para-tariff measures",Animal,9.65,53.96,150,26.32,2.39,0.91,15,2176.3,23032.23,57,0,278,90902.85,238658.22
BHS,F610,"Custom inspection, processing and servicing fees",Animal,9.4,52.16,145,26.32,2.39,0.91,15,2176.3,22441.07,57,0,278,90902.85,238658.22
BHS,F650,Import licence fee,Animal,9.65,53.96,150,26.32,2.39,0.91,15,2176.3,23032.23,57,0,278,90902.85,238658.22
BHS,H,Anti-competitive measures,Animal,99.73,95.68,266,100,100,38.09,57,90902.85,238006.7,57,0,278,90902.85,238658.22
BHS,H110,"State trading enterprises, for importing",Animal,99.73,95.68,266,100,100,38.09,57,90902.85,238006.7,57,0,278,90902.85,238658.22
BHS,P,Export related measures,Animal,100,100,15,,,,0,,87850.29,0,6,15,,87850.29
BHS,P190,"Export quantitative restrictions, n.e.s.",Animal,87.43,13.33,2,,,,0,,76811.28,0,0,15,,87850.29
BHS,P210,"State trading enterprises, for exporting",Animal,96.89,86.67,13,,,,0,,85119.75,0,0,15,,87850.29
BHS,P500,Export taxes and charges,Animal,100,80,12,,,,0,,87849.5,0,0,15,,87850.29
BHS,P610,Inspection requirement,Animal,99.1,66.67,10,,,,0,,87058.24,0,0,15,,87850.29
BHS,P690,"Export technical measures, n.e.s.",Animal,96.87,60,9,,,,0,,85100.78,0,6,15,,87850.29
BHS,A,Sanitary and phytosanitary measures,Vegetable,99.52,96.76,329,94.57,99.98,51.6,87,96106.99,185344.57,92,0,340,96125.54,186242.81
BHS,A120,Geographical restrictions on eligibility,Vegetable,39.66,21.47,73,26.09,27.44,14.16,24,26377.58,73858.49,92,0,340,96125.54,186242.81
BHS,A140,Special Authorization requirement for SPS reasons,Vegetable,99.35,93.82,319,94.57,99.98,51.6,87,96106.99,185033.58,92,0,340,96125.54,186242.81
BHS,A190,Prohibitions/restrictions of importsfor SPS reasons n.e.s.,Vegetable,3.57,0.59,2,0,,,0,,6648.54,92,0,340,96125.54,186242.81
BHS,A310,Labelling requirements,Vegetable,4.9,1.47,5,0,,,0,,9128.36,92,0,340,96125.54,186242.81
BHS,A510,Cold/heat treatment,Vegetable,0.71,10,34,2.17,0.25,0.13,2,243.31,1322.27,92,0,340,96125.54,186242.81
BHS,A530,Fumigation,Vegetable,5.61,11.47,39,2.17,0.25,0.13,2,243.31,10450.62,92,0,340,96125.54,186242.81
BHS,A590,"Treatment for elimination of plant and animal pests and disease-causing organisms in the final product, n.e.s.",Vegetable,0.71,10,34,2.17,0.25,0.13,2,243.31,1322.27,92,0,340,96125.54,186242.81
BHS,A830,Certification requirement,Vegetable,72.15,55.29,188,41.3,53.38,27.55,38,51308.47,134374.18,92,0,340,96125.54,186242.81
BHS,A840,Inspection requirement,Vegetable,72.15,55.29,188,41.3,53.38,27.55,38,51308.47,134374.18,92,0,340,96125.54,186242.81
BHS,ALL,ALL MEASURES,Vegetable,99.99,99.12,337,100,100,51.61,92,96125.54,186226.22,92,3,340,96125.54,186242.81
BHS,B,Technical barriers to trade,Vegetable,3.51,2.06,7,1.09,6.23,3.22,1,5991.56,6533.24,92,3,340,96125.54,186242.81
BHS,B140,Authorization requirement for TBT reasons,Vegetable,0.28,1.47,5,0,,,0,,530.19,92,3,340,96125.54,186242.81
BHS,B310,Labelling requirements,Vegetable,3.26,1.18,4,1.09,6.23,3.22,1,5991.56,6075.08,92,1,340,96125.54,186242.81
BHS,B420,TBT regulations on transport and storage,Vegetable,3.26,1.18,4,1.09,6.23,3.22,1,5991.56,6075.08,92,0,340,96125.54,186242.81
BHS,C,Pre-shipment inspection and other formalities,Vegetable,72.15,55.29,188,41.3,53.38,27.55,38,51308.47,134374.18,92,0,340,96125.54,186242.81
BHS,C300,Requirement to pass through specified port of customs,Vegetable,72.15,55.29,188,41.3,53.38,27.55,38,51308.47,134374.18,92,0,340,96125.54,186242.81
BHS,F,"Charges, taxes and other para-tariff measures",Vegetable,0,0.29,1,0,,,0,,0.02,92,0,340,96125.54,186242.81
BHS,F650,Import licence fee,Vegetable,0,0.29,1,0,,,0,,0.02,92,0,340,96125.54,186242.81
BHS,H,Anti-competitive measures,Vegetable,91,86.76,295,68.48,82.82,42.75,63,79610.75,169485.13,92,0,340,96125.54,186242.81
BHS,H110,"State trading enterprises, for importing",Vegetable,91,86.76,295,68.48,82.82,42.75,63,79610.75,169485.13,92,0,340,96125.54,186242.81
BHS,P,Export related measures,Vegetable,99.79,65,13,,,,0,,1534.88,0,2,20,,1538.1
BHS,P140,Export Registration requirements,Vegetable,99.79,65,13,,,,0,,1534.88,0,2,20,,1538.1
BHS,P210,"State trading enterprises, for exporting",Vegetable,99.79,65,13,,,,0,,1534.88,0,0,20,,1538.1
BHS,P610,Inspection requirement,Vegetable,0.01,5,1,,,,0,,0.15,0,0,20,,1538.1
BHS,P690,"Export technical measures, n.e.s.",Vegetable,0.01,5,1,,,,0,,0.15,0,0,20,,1538.1
BHS,A,Sanitary and phytosanitary measures,Food Products,96.22,88.44,176,73.53,79.84,14.78,25,64524.01,420013.3,34,0,199,80818.74,436529.9
BHS,A140,Special Authorization requirement for SPS reasons,Food Products,94.06,87.44,174,67.65,68.21,12.63,23,55122.55,410611.84,34,0,199,80818.74,436529.9
BHS,A210,Tolerance limits for residues of or contamination by certain (non-microbiological) substances,Food Products,2.5,12.56,25,0,,,0,,10932.88,34,0,199,80818.74,436529.9
BHS,A310,Labelling requirements,Food Products,4.66,13.57,27,5.88,11.63,2.15,2,9401.46,20334.34,34,0,199,80818.74,436529.9
BHS,A320,Marking requirements,Food Products,2.5,12.56,25,0,,,0,,10932.88,34,0,199,80818.74,436529.9
BHS,A330,Packaging requirements,Food Products,2.5,12.56,25,0,,,0,,10932.88,34,0,199,80818.74,436529.9
BHS,A410,Microbiological criteria of the final product,Food Products,2.5,12.56,25,0,,,0,,10932.88,34,0,199,80818.74,436529.9
BHS,A420,Hygienic practices during production,Food Products,2.5,12.56,25,0,,,0,,10932.88,34,0,199,80818.74,436529.9
BHS,A510,Cold/heat treatment,Food Products,2.5,12.56,25,0,,,0,,10932.88,34,0,199,80818.74,436529.9
BHS,A630,Food and feed processing,Food Products,2.5,12.56,25,0,,,0,,10932.88,34,0,199,80818.74,436529.9
BHS,A640,Storage and transport conditions,Food Products,2.5,12.56,25,0,,,0,,10932.88,34,0,199,80818.74,436529.9
BHS,A840,Inspection requirement,Food Products,2.5,12.56,25,0,,,0,,10932.88,34,0,199,80818.74,436529.9
